customer_age,customer_income,employment_duration,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,loan_default,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E
31,30000.0,2.0,4800.0,14.84,1,0.0,8,1.0,False,False,True,False,False,False,True,False,False,False,True,False
28,30000.0,1.0,4800.0,13.47,8,0.0,8,0.0,False,False,True,True,False,False,False,False,False,True,False,False
30,31000.0,1.0,4800.0,13.43,3,0.0,5,0.0,False,False,True,False,False,True,False,False,False,True,False,False
35,40000.0,18.0,7200.0,10.71,5,0.0,5,0.0,False,False,False,False,False,True,False,False,True,False,False,False
31,40000.0,4.0,12650.0,11.34,1,0.0,9,0.0,False,False,False,False,False,True,False,False,False,True,False,False
29,33600.0,3.0,4800.0,5.79,9,0.0,9,0.0,False,False,True,True,False,False,False,False,False,False,False,False
28,33763.0,5.0,4800.0,7.14,8,0.0,5,0.0,False,False,True,False,False,True,False,False,False,False,False,False
28,34000.0,1.0,4800.0,11.49,8,0.0,7,0.0,False,False,True,False,False,False,False,True,True,False,False,False
32,29000.0,17.0,4800.0,16.29,2,0.0,7,1.0,False,False,True,False,False,False,True,False,False,False,True,False
33,40056.0,5.0,16750.0,9.88,3,0.0,6,0.0,False,False,False,False,False,False,False,True,True,False,False,False
28,35000.0,2.0,4800.0,13.49,8,0.0,5,0.0,False,False,True,False,False,True,False,False,False,True,False,False
27,35000.0,3.0,4800.0,9.99,7,0.0,8,0.0,False,False,True,False,False,True,False,False,True,False,False,False
28,40200.0,5.0,1900.0,5.99,8,0.0,10,0.0,False,False,False,True,False,False,False,False,False,False,False,False
27,40250.0,5.0,5600.0,10.99,7,0.0,7,0.0,False,False,False,False,True,False,False,False,True,False,False,False
28,36000.0,1.0,4800.0,12.61,8,0.0,9,0.0,False,False,True,False,False,True,False,False,False,True,False,False
28,34300.0,1.0,6125.0,16.89,8,0.0,10,1.0,False,False,False,False,False,True,False,False,False,False,True,False
32,36400.0,3.0,4800.0,14.11,2,0.0,6,0.0,False,False,True,True,False,False,False,False,False,False,True,False
32,32400.0,4.0,4800.0,9.99,2,0.0,6,1.0,False,False,True,False,True,False,False,False,True,False,False,False
35,32900.0,4.0,4800.0,13.23,5,0.0,9,1.0,False,False,True,False,True,False,False,False,False,True,False,False
27,40000.0,0.0,4800.0,10.99,7,0.0,8,0.0,False,False,True,False,False,False,False,False,False,False,False,False
27,40000.0,4.0,4800.0,11.71,7,0.0,8,0.0,False,False,True,False,False,False,False,False,True,False,False,False
30,40000.0,3.0,4800.0,12.68,3,0.0,5,0.0,False,False,True,True,False,False,False,False,False,True,False,False
28,40500.0,0.0,12000.0,12.23,8,0.0,5,0.0,False,False,False,False,False,False,False,True,False,True,False,False
28,42000.0,5.0,4800.0,12.42,8,0.0,9,0.0,False,False,True,False,False,True,False,False,True,False,False,False
27,44000.0,6.0,4800.0,7.51,7,0.0,10,0.0,False,False,True,False,False,False,False,True,False,False,False,False
28,38100.0,6.0,4800.0,9.63,8,0.0,10,1.0,False,False,True,False,False,False,False,False,True,False,False,False
29,40500.0,0.0,6000.0,8.38,9,0.0,8,0.0,False,False,False,True,False,False,False,False,False,False,False,False
27,40560.0,8.0,3000.0,7.29,7,0.0,8,0.0,False,False,False,False,False,False,False,False,False,False,False,False
27,40700.0,8.0,20400.0,10.99,7,0.0,8,0.0,False,False,False,True,False,False,False,False,False,False,True,False
32,40704.0,9.0,10000.0,9.63,2,0.0,7,0.0,False,False,False,False,True,False,False,False,True,False,False,False
31,40740.0,16.0,6400.0,8.49,1,0.0,6,0.0,False,False,False,False,True,False,False,False,False,False,False,False
33,45000.0,1.0,4800.0,10.59,3,0.0,8,0.0,False,False,True,False,False,False,False,False,True,False,False,False
29,40777.0,4.0,8000.0,14.91,9,0.0,8,0.0,False,False,False,False,False,False,True,False,False,False,True,False
27,40800.0,6.0,8000.0,12.69,7,0.0,6,0.0,False,False,False,False,True,False,False,False,True,False,False,False
30,45000.0,0.0,4800.0,10.37,3,0.0,6,0.0,False,False,True,False,False,True,False,False,True,False,False,False
28,40800.0,12.0,6700.0,6.99,8,0.0,8,0.0,False,False,False,True,False,False,False,False,False,False,False,False
27,40800.0,4.0,6000.0,11.49,7,0.0,10,0.0,False,False,False,True,False,False,False,False,True,False,False,False
33,40800.0,4.0,15000.0,7.51,3,0.0,5,0.0,False,False,False,False,False,False,False,False,False,False,False,False
29,40800.0,11.0,3200.0,14.22,9,0.0,10,0.0,False,False,False,False,True,False,False,False,False,True,False,False
28,40800.0,4.0,5000.0,6.76,8,0.0,10,0.0,False,False,False,False,False,False,False,False,False,False,False,False
29,40800.0,0.0,2000.0,7.74,9,0.0,8,0.0,False,False,False,False,True,False,False,False,False,False,False,False
30,49000.0,1.0,4800.0,13.79,3,0.0,9,0.0,False,False,True,True,False,False,False,False,False,True,False,False
27,49200.0,4.0,4800.0,14.65,7,0.0,7,0.0,False,False,True,False,False,False,False,False,False,True,False,False
34,50000.0,8.0,4800.0,10.99,4,0.0,10,0.0,False,False,True,True,False,False,False,False,True,False,False,False
28,50000.0,1.0,4800.0,10.37,8,0.0,10,0.0,False,False,True,False,False,False,True,False,True,False,False,False
30,51000.0,14.0,4800.0,12.69,3,0.0,10,0.0,False,False,True,False,False,True,False,False,True,False,False,False
29,34999.0,8.0,6250.0,15.95,9,0.0,9,1.0,False,False,False,False,False,False,False,False,False,False,True,False
31,54000.0,1.0,4800.0,12.99,1,0.0,10,0.0,False,False,True,False,False,True,False,False,False,True,False,False
30,54000.0,2.0,4800.0,13.23,3,0.0,8,0.0,False,False,True,False,False,False,False,True,False,True,False,False
30,54996.0,2.0,4800.0,6.03,3,0.0,8,0.0,False,False,True,False,False,True,False,False,False,False,False,False
28,49000.0,6.0,4800.0,15.99,8,0.0,5,1.0,False,False,True,False,False,False,False,False,False,False,True,False
30,56000.0,7.0,4800.0,13.92,3,0.0,9,0.0,False,False,True,False,True,False,False,False,False,True,False,False
29,56048.0,4.0,4800.0,6.39,9,0.0,6,0.0,False,False,True,False,False,False,True,False,False,False,False,False
28,57408.0,2.0,4800.0,11.99,8,0.0,6,0.0,False,False,True,False,True,False,False,False,True,False,False,False
27,60000.0,3.0,4800.0,13.35,7,0.0,9,0.0,False,False,True,False,False,False,True,False,False,True,False,False
30,61000.0,4.0,4800.0,14.79,3,0.0,10,0.0,False,False,True,False,False,True,False,False,False,True,False,False
28,56000.0,5.0,4800.0,16.45,8,0.0,7,1.0,False,False,True,False,False,False,False,False,False,False,True,False
34,57000.0,7.0,4800.0,10.99,4,0.0,10,1.0,False,False,True,False,False,False,False,False,False,True,False,False
31,57996.0,4.0,4800.0,15.58,1,0.0,9,1.0,False,False,True,False,False,False,True,False,False,False,True,False
29,41000.0,6.0,5000.0,11.99,9,0.0,5,0.0,False,True,False,False,False,True,False,False,True,False,False,False
29,64744.0,13.0,4800.0,10.99,9,0.0,6,0.0,False,False,True,True,False,False,False,False,True,False,False,False
33,41000.0,6.0,9000.0,10.99,3,0.0,9,0.0,False,False,False,False,False,True,False,False,False,False,False,False
29,59004.0,0.0,4800.0,11.49,9,0.0,7,1.0,False,False,True,False,False,False,False,False,True,False,False,False
33,66000.0,5.0,4800.0,13.57,3,0.0,7,0.0,False,False,True,False,True,False,False,False,False,True,False,False
28,66560.0,4.0,4800.0,10.36,8,0.0,5,0.0,False,False,True,False,False,False,True,False,True,False,False,False
27,35000.0,3.0,6000.0,16.69,7,0.0,8,1.0,False,False,False,False,False,True,False,False,False,False,True,False
29,41000.0,7.0,6000.0,5.79,9,0.0,8,0.0,False,False,False,False,False,False,False,True,False,False,False,False
27,68004.0,2.0,4800.0,12.21,7,0.0,5,0.0,False,False,True,False,False,True,False,False,True,False,False,False
29,69000.0,13.0,4800.0,11.11,9,0.0,10,0.0,False,False,True,False,False,True,False,False,True,False,False,False
30,41000.0,1.0,10000.0,12.73,3,0.0,10,0.0,False,False,False,False,True,False,False,False,False,True,False,False
34,77000.0,0.0,4800.0,7.14,4,0.0,7,0.0,False,False,True,False,False,False,False,True,False,False,False,False
35,80000.0,5.0,4800.0,7.49,5,0.0,9,1.0,False,False,True,False,False,False,False,False,False,False,False,False
34,96900.0,1.0,4800.0,5.42,4,0.0,10,1.0,False,False,True,False,False,False,False,False,False,False,False,False
27,41000.0,3.0,10000.0,8.59,7,0.0,8,0.0,False,False,False,False,False,False,True,False,False,False,False,False
28,118000.0,7.0,4800.0,8.9,8,0.0,6,0.0,False,False,True,False,False,False,False,False,False,False,False,False
30,120000.0,0.0,4800.0,7.4,3,0.0,8,0.0,False,False,True,False,True,False,False,False,False,False,False,False
29,300000.0,5.0,4800.0,10.99,9,0.0,6,0.0,False,False,True,False,False,False,True,False,True,False,False,False
32,41000.0,2.0,8000.0,15.05,2,0.0,9,0.0,False,False,False,False,False,False,True,False,False,False,True,False
35,41000.0,0.0,8000.0,10.83,5,0.0,6,0.0,False,False,False,False,False,False,False,False,True,False,False,False
32,64052.0,3.0,4875.0,10.74,2,0.0,9,0.0,False,False,True,False,True,False,False,False,True,False,False,False
30,41000.0,14.0,18000.0,9.01,3,0.0,7,0.0,False,False,False,False,True,False,False,False,True,False,False,False
28,23350.0,8.0,4900.0,7.88,8,0.0,6,0.0,False,False,True,False,False,True,False,False,False,False,False,False
31,41004.0,5.0,4000.0,10.99,1,0.0,5,0.0,False,False,False,False,False,False,False,False,False,False,False,False
34,41004.0,5.0,16000.0,11.78,4,0.0,5,0.0,False,False,False,False,True,False,False,False,False,True,False,False
27,96000.0,3.0,10000.0,7.88,7,0.0,10,0.0,False,False,True,False,True,False,False,False,False,False,False,False
33,35050.0,15.0,8000.0,8.32,3,0.0,6,0.0,False,False,False,False,False,True,False,False,False,False,False,False
31,41053.0,1.0,12000.0,10.99,1,0.0,7,0.0,False,False,False,False,False,False,True,False,False,False,False,False
29,96500.0,13.0,10000.0,8.88,9,0.0,8,0.0,False,False,True,False,False,False,True,False,True,False,False,False
33,41196.0,0.0,3300.0,12.99,3,0.0,7,0.0,False,True,False,False,False,False,False,True,False,True,False,False
27,98004.0,8.0,10000.0,6.54,7,0.0,10,0.0,False,False,True,False,True,False,False,False,False,False,False,False
35,41235.0,7.0,3000.0,7.14,5,0.0,9,0.0,False,True,False,False,False,True,False,False,False,False,False,False
28,88000.0,3.0,10000.0,10.65,8,0.0,9,1.0,False,False,True,False,False,False,True,False,True,False,False,False
31,100000.0,2.0,10000.0,8.49,1,0.0,5,0.0,False,False,True,False,False,False,False,True,False,False,False,False
32,100000.0,0.0,10000.0,9.99,2,0.0,8,0.0,False,False,True,False,False,False,False,False,True,False,False,False
31,100000.0,5.0,10000.0,10.99,1,0.0,8,0.0,False,False,True,False,False,False,False,True,False,False,False,False
28,100000.0,1.0,10000.0,7.51,8,0.0,7,0.0,False,False,True,True,False,False,False,False,False,False,False,False
32,41400.0,4.0,10500.0,6.62,2,0.0,9,0.0,False,True,False,False,False,False,True,False,False,False,False,False
29,100000.0,4.0,10000.0,9.63,9,0.0,9,0.0,False,False,True,False,False,False,False,True,False,False,False,False
30,102000.0,3.0,10000.0,6.03,3,0.0,8,0.0,False,False,True,False,True,False,False,False,False,False,False,False
32,41464.0,16.0,3500.0,8.32,2,0.0,9,0.0,False,False,False,False,False,False,False,False,False,False,False,False
34,35496.0,15.0,2800.0,14.17,4,0.0,7,1.0,False,False,False,True,False,False,False,False,False,True,False,False
32,76500.0,12.0,10000.0,13.24,2,0.0,9,1.0,False,False,True,False,False,True,False,False,False,False,True,False
27,41500.0,11.0,4500.0,7.49,7,0.0,5,0.0,False,True,False,False,False,False,False,True,False,False,False,False
27,103000.0,9.0,10000.0,8.59,7,0.0,10,0.0,False,False,True,False,True,False,False,False,False,False,False,False
28,103241.0,2.0,10000.0,9.88,8,0.0,8,0.0,False,False,True,False,False,False,False,False,True,False,False,False
30,108000.0,2.0,10000.0,10.65,3,0.0,5,0.0,False,False,True,False,False,False,True,False,True,False,False,False
31,110000.0,4.0,10000.0,15.99,1,0.0,9,0.0,False,False,True,False,True,False,False,False,False,False,True,False
34,110000.0,0.0,10000.0,7.66,4,0.0,9,1.0,False,False,True,False,False,False,False,False,False,False,False,False
32,41600.0,2.0,13200.0,11.71,2,0.0,7,0.0,False,False,False,False,False,False,False,True,True,False,False,False
28,110000.0,2.0,10000.0,13.22,8,0.0,5,0.0,False,False,True,False,True,False,False,False,False,True,False,False
33,110000.0,3.0,10000.0,13.57,3,0.0,10,0.0,False,False,True,False,False,False,False,False,False,True,False,False
33,110000.0,0.0,10000.0,9.32,3,0.0,6,0.0,False,False,True,False,False,False,False,True,False,False,False,False
34,41600.0,16.0,17500.0,6.17,4,0.0,6,0.0,False,False,False,False,False,False,False,False,False,False,False,False
30,41600.0,2.0,4500.0,6.76,3,0.0,9,0.0,False,False,False,True,False,False,False,False,False,False,False,False
28,41600.0,0.0,13000.0,11.58,8,0.0,9,0.0,False,True,False,False,False,False,False,True,True,False,False,False
30,41604.0,7.0,15000.0,10.0,3,0.0,9,0.0,False,False,False,False,False,False,False,True,True,False,False,False
28,41700.0,7.0,7750.0,12.21,8,0.0,9,0.0,False,False,False,False,False,False,False,True,True,False,False,False
27,117000.0,2.0,10000.0,8.0,7,0.0,10,0.0,False,False,True,True,False,False,False,False,False,False,False,False
30,118000.0,5.0,10000.0,7.14,3,0.0,7,0.0,False,False,True,False,True,False,False,False,False,False,False,False
33,41916.0,2.0,7000.0,10.36,3,0.0,8,0.0,False,False,False,False,False,False,False,True,True,False,False,False
34,41979.0,14.0,8150.0,15.23,4,0.0,10,0.0,False,False,False,True,False,False,False,False,False,True,False,False
30,120000.0,3.0,10000.0,17.04,3,0.0,5,0.0,False,False,True,False,True,False,False,False,False,False,True,False
28,125000.0,5.0,10000.0,9.99,8,0.0,9,0.0,False,False,True,True,False,False,False,False,True,False,False,False
30,125000.0,3.0,10000.0,10.74,3,0.0,6,0.0,False,False,True,False,True,False,False,False,True,False,False,False
28,42000.0,5.0,5375.0,10.65,8,0.0,7,0.0,False,False,False,False,True,False,False,False,True,False,False,False
27,125000.0,5.0,10000.0,10.62,7,0.0,6,0.0,False,False,True,False,False,False,False,True,True,False,False,False
35,126000.0,19.0,10000.0,16.29,5,0.0,5,0.0,False,False,True,True,False,False,False,False,False,False,True,False
27,130000.0,3.0,10000.0,11.49,7,0.0,10,0.0,False,False,True,False,False,True,False,False,True,False,False,False
27,130000.0,6.0,10000.0,7.74,7,0.0,5,0.0,False,False,True,True,False,False,False,False,False,False,False,False
29,130000.0,1.0,10000.0,14.26,9,0.0,5,0.0,False,False,True,True,False,False,False,False,False,True,False,False
27,130000.0,2.0,10000.0,13.47,7,0.0,6,0.0,False,False,True,False,False,False,False,True,False,True,False,False
28,42000.0,4.0,8000.0,15.96,8,0.0,7,0.0,False,True,False,False,False,False,True,False,False,True,False,False
31,120600.0,5.0,10000.0,13.49,1,0.0,5,1.0,False,False,True,False,False,False,False,True,False,True,False,False
29,136000.0,0.0,10000.0,7.14,9,0.0,6,0.0,False,False,True,False,False,False,False,False,False,False,False,False
32,128000.0,11.0,10000.0,13.85,2,0.0,5,1.0,False,False,True,False,False,False,False,True,False,True,False,False
32,140900.0,1.0,10000.0,14.79,2,0.0,9,0.0,False,False,True,False,False,False,True,False,False,True,False,False
33,42000.0,3.0,13000.0,7.9,3,0.0,6,0.0,False,False,False,False,False,False,False,False,False,False,False,False
28,144000.0,12.0,10000.0,9.99,8,0.0,5,0.0,False,False,True,False,False,False,True,False,True,False,False,False
30,148000.0,8.0,10000.0,13.55,3,0.0,9,0.0,False,False,True,False,False,False,True,False,False,False,True,False
27,160000.0,3.0,10000.0,16.32,7,0.0,9,0.0,False,False,True,True,False,False,False,False,False,False,True,False
34,42000.0,1.0,10000.0,14.65,4,0.0,6,0.0,False,False,False,False,False,False,False,False,False,True,False,False
27,36000.0,8.0,12500.0,6.03,7,0.0,7,1.0,False,False,False,False,True,False,False,False,False,False,False,False
27,42000.0,4.0,10000.0,14.65,7,0.0,7,0.0,False,True,False,True,False,False,False,False,False,True,False,False
27,275000.0,7.0,10000.0,14.91,7,0.0,10,0.0,False,False,True,False,True,False,False,False,False,False,True,False
30,42000.0,7.0,1200.0,6.62,3,0.0,8,0.0,False,True,False,True,False,False,False,False,False,False,False,False
32,25404.0,16.0,9950.0,12.68,2,0.0,7,1.0,False,False,True,True,False,False,False,False,False,True,False,False
32,25200.0,9.0,4900.0,6.17,2,0.0,6,0.0,False,False,True,False,False,True,False,False,False,False,False,False
28,42000.0,12.0,7300.0,10.99,8,0.0,9,0.0,False,False,False,False,False,False,False,True,False,False,False,False
27,30000.0,11.0,4900.0,11.71,7,0.0,5,0.0,False,False,True,False,False,True,False,False,True,False,False,False
31,24000.0,0.0,9925.0,6.62,1,0.0,6,1.0,False,False,True,False,False,False,False,False,False,False,False,False
33,42000.0,4.0,5000.0,10.59,3,0.0,6,0.0,False,True,False,False,False,False,False,True,True,False,False,False
30,93500.0,3.0,9925.0,12.09,3,0.0,7,0.0,False,False,True,True,False,False,False,False,False,True,False,False
28,39000.0,3.0,9900.0,10.95,8,0.0,6,0.0,False,False,True,False,False,False,False,True,True,False,False,False
31,41303.0,4.0,9900.0,11.89,1,0.0,10,0.0,False,False,True,False,False,False,True,False,True,False,False,False
27,50000.0,1.0,9900.0,14.35,7,0.0,5,0.0,False,False,True,False,False,False,True,False,False,True,False,False
32,70000.0,2.0,9850.0,7.75,2,0.0,9,0.0,False,False,True,False,False,False,True,False,False,False,False,False
32,25000.0,4.0,9800.0,12.23,2,0.0,8,1.0,False,False,True,False,True,False,False,False,False,True,False,False
30,38400.0,2.0,9800.0,11.48,3,0.0,5,0.0,False,False,True,False,False,False,True,False,True,False,False,False
27,48000.0,7.0,9800.0,8.59,7,0.0,5,0.0,False,False,True,True,False,False,False,False,False,False,False,False
31,42000.0,3.0,9000.0,6.99,1,0.0,8,0.0,False,False,False,False,False,True,False,False,False,False,False,False
30,42000.0,4.0,4000.0,15.23,3,0.0,9,0.0,False,True,False,False,False,False,True,False,False,True,False,False
35,36000.0,4.0,16000.0,10.99,5,0.0,8,0.0,False,False,False,True,False,False,False,False,True,False,False,False
28,42000.0,5.0,6000.0,5.42,8,0.0,9,0.0,False,False,False,False,True,False,False,False,False,False,False,False
27,42000.0,11.0,3500.0,8.49,7,0.0,9,0.0,False,False,False,False,False,False,True,False,False,False,False,False
31,20800.0,3.0,9750.0,17.19,1,0.0,6,1.0,False,False,True,False,False,True,False,False,False,False,True,False
28,21600.0,4.0,9750.0,10.99,8,0.0,10,1.0,False,False,True,False,False,False,False,True,False,False,True,False
28,32400.0,3.0,4900.0,14.12,8,0.0,7,1.0,False,False,True,False,False,True,False,False,False,False,True,False
27,43000.0,8.0,4900.0,9.91,7,0.0,5,0.0,False,False,True,False,False,False,False,True,True,False,False,False
33,38000.0,10.0,4900.0,10.28,3,0.0,6,1.0,False,False,True,True,False,False,False,False,False,True,False,False
29,64000.0,13.0,4900.0,10.99,9,0.0,10,0.0,False,False,True,False,False,False,True,False,False,True,False,False
28,42100.0,0.0,4925.0,11.49,8,0.0,7,0.0,False,False,True,False,False,False,True,False,True,False,False,False
27,30000.0,5.0,4975.0,10.37,7,0.0,10,0.0,False,False,True,False,False,False,True,False,True,False,False,False
30,42000.0,8.0,8000.0,12.99,3,0.0,9,0.0,False,True,False,False,False,True,False,False,False,True,False,False
33,42000.0,2.0,9050.0,7.49,3,0.0,7,0.0,False,False,False,False,False,False,True,False,False,False,False,False
29,27919.0,4.0,5000.0,10.99,9,0.0,10,0.0,False,False,True,False,False,False,False,True,True,False,False,False
29,28000.0,2.0,5000.0,16.07,9,0.0,8,1.0,False,False,True,False,False,True,False,False,False,False,True,False
29,28140.0,0.0,5000.0,7.29,9,0.0,9,0.0,False,False,True,False,False,True,False,False,False,False,False,False
34,42000.0,18.0,2000.0,5.79,4,0.0,8,0.0,False,False,False,False,True,False,False,False,False,False,False,False
28,28800.0,2.0,5000.0,10.65,8,0.0,9,0.0,False,False,True,False,False,False,False,True,True,False,False,False
32,28800.0,16.0,5000.0,10.59,2,0.0,9,0.0,False,False,True,False,False,True,False,False,True,False,False,False
31,28800.0,1.0,5000.0,9.25,1,0.0,7,0.0,False,False,True,False,False,False,False,True,True,False,False,False
27,28800.0,6.0,5000.0,14.96,7,0.0,5,0.0,False,False,True,True,False,False,False,False,False,False,True,False
27,28968.0,1.0,5000.0,13.16,7,0.0,5,0.0,False,False,True,False,False,False,True,False,False,True,False,False
29,29000.0,3.0,5000.0,15.23,9,0.0,7,0.0,False,False,True,False,False,False,False,True,False,True,False,False
32,42000.0,16.0,10375.0,5.42,2,0.0,7,0.0,False,False,False,False,False,False,False,False,False,False,False,False
32,42000.0,4.0,1225.0,5.79,2,0.0,10,0.0,False,False,False,False,False,False,True,False,False,False,False,False
34,29152.0,4.0,5000.0,10.36,4,0.0,7,0.0,False,False,True,False,False,False,False,True,True,False,False,False
28,42000.0,6.0,5000.0,10.37,8,0.0,5,0.0,False,False,False,True,False,False,False,False,True,False,False,False
33,42000.0,5.0,9000.0,5.79,3,0.0,5,0.0,False,False,False,True,False,False,False,False,False,False,False,False
34,42000.0,7.0,7500.0,11.11,4,0.0,7,0.0,False,False,False,False,False,True,False,False,True,False,False,False
31,30000.0,4.0,5000.0,9.91,1,0.0,5,1.0,False,False,True,False,True,False,False,False,True,False,False,False
29,30000.0,3.0,5000.0,11.49,9,0.0,9,0.0,False,False,True,False,False,True,False,False,True,False,False,False
27,30000.0,0.0,5000.0,13.72,7,0.0,8,0.0,False,False,True,False,False,True,False,False,False,True,False,False
28,30000.0,1.0,5000.0,6.17,8,0.0,6,0.0,False,False,True,False,False,False,True,False,False,False,False,False
28,30000.0,3.0,5000.0,9.88,8,0.0,8,0.0,False,False,True,False,False,True,False,False,True,False,False,False
33,30000.0,0.0,5000.0,7.74,3,0.0,8,0.0,False,False,True,False,False,True,False,False,False,False,False,False
29,36000.0,6.0,8000.0,6.54,9,0.0,8,1.0,False,False,False,False,False,False,True,False,False,False,False,False
28,42000.0,0.0,12000.0,9.62,8,0.0,7,0.0,False,False,False,False,False,False,False,False,True,False,False,False
29,30000.0,3.0,5000.0,9.32,9,0.0,5,0.0,False,False,True,False,False,False,False,True,False,False,False,False
30,30240.0,1.0,5000.0,14.72,3,0.0,10,0.0,False,False,True,True,False,False,False,False,False,True,False,False
29,30796.0,13.0,5000.0,14.96,9,0.0,8,0.0,False,False,True,False,False,True,False,False,False,False,True,False
32,30960.0,5.0,5000.0,11.49,2,0.0,10,0.0,False,False,True,False,False,False,False,True,True,False,False,False
30,31000.0,1.0,5000.0,9.91,3,0.0,10,0.0,False,False,True,False,False,False,False,True,True,False,False,False
35,31000.0,0.0,5000.0,14.35,5,0.0,7,0.0,False,False,True,False,False,False,False,True,False,True,False,False
29,31100.0,2.0,5000.0,9.63,9,0.0,8,0.0,False,False,True,False,False,False,False,False,True,False,False,False
34,42000.0,1.0,22750.0,6.91,4,0.0,10,0.0,False,True,False,False,False,False,False,True,False,False,False,False
31,42000.0,0.0,7200.0,9.99,1,0.0,8,0.0,False,True,False,False,True,False,False,False,True,False,False,False
35,31577.0,6.0,5000.0,9.99,5,0.0,9,0.0,False,False,True,False,False,True,False,False,True,False,False,False
28,42000.0,12.0,11000.0,5.42,8,0.0,7,0.0,False,False,False,False,False,False,False,True,False,False,False,False
28,32000.0,5.0,5000.0,6.99,8,0.0,7,0.0,False,False,True,False,False,True,False,False,False,False,False,False
27,42000.0,0.0,8000.0,13.61,7,0.0,9,0.0,False,False,False,False,False,False,True,False,False,True,False,False
29,32400.0,4.0,5000.0,8.9,9,0.0,8,0.0,False,False,True,False,False,True,False,False,False,False,False,False
27,32400.0,7.0,5000.0,10.99,7,0.0,6,0.0,False,False,True,False,False,True,False,False,False,True,False,False
29,42000.0,13.0,2500.0,6.76,9,0.0,5,0.0,False,True,False,False,False,True,False,False,False,False,False,False
32,32496.0,4.0,5000.0,10.99,2,0.0,6,0.0,False,False,True,True,False,False,False,False,False,False,True,False
33,42000.0,12.0,6400.0,7.88,3,0.0,10,0.0,False,False,False,False,False,False,False,True,False,False,False,False
27,32760.0,4.0,5000.0,15.21,7,0.0,9,0.0,False,False,True,False,False,False,True,False,False,False,True,False
28,42000.0,4.0,10000.0,10.75,8,0.0,9,0.0,False,False,False,False,False,False,True,False,True,False,False,False
29,33000.0,6.0,5000.0,8.9,9,0.0,7,0.0,False,False,True,False,False,True,False,False,False,False,False,False
27,33000.0,9.0,5000.0,10.0,7,0.0,10,0.0,False,False,True,False,False,False,True,False,True,False,False,False
27,42000.0,3.0,8500.0,10.38,7,0.0,7,0.0,False,True,False,False,False,False,True,False,True,False,False,False
27,33000.0,4.0,5000.0,14.22,7,0.0,10,0.0,False,False,True,True,False,False,False,False,False,True,False,False
29,42000.0,5.0,2500.0,13.98,9,0.0,8,0.0,False,False,False,False,False,True,False,False,False,True,False,False
28,33600.0,12.0,5000.0,5.42,8,0.0,8,0.0,False,False,True,False,False,False,False,True,False,False,False,False
27,42000.0,0.0,4200.0,6.76,7,0.0,7,0.0,False,False,False,False,True,False,False,False,False,False,False,False
29,33600.0,0.0,5000.0,13.92,9,0.0,10,0.0,False,False,True,False,False,False,False,False,False,True,False,False
27,33600.0,8.0,5000.0,12.87,7,0.0,6,0.0,False,False,True,False,False,True,False,False,False,True,False,False
29,42000.0,8.0,7800.0,13.11,9,0.0,9,0.0,False,False,False,False,False,False,True,False,False,True,False,False
30,42000.0,13.0,3000.0,15.33,3,0.0,9,0.0,False,False,False,True,False,False,False,False,False,False,True,False
31,34000.0,3.0,5000.0,5.42,1,0.0,7,1.0,False,False,True,False,False,False,False,False,False,False,False,False
27,34152.0,5.0,5000.0,13.79,7,0.0,10,0.0,False,False,True,False,False,True,False,False,False,True,False,False
28,42000.0,13.0,8500.0,14.96,8,0.0,10,0.0,False,False,False,False,False,False,True,False,False,False,True,False
35,34868.0,14.0,5000.0,6.0,5,0.0,6,1.0,False,False,True,False,False,True,False,False,False,False,True,False
31,35000.0,3.0,5000.0,10.65,1,0.0,5,0.0,False,False,True,False,False,False,False,True,True,False,False,False
28,29000.0,1.0,5000.0,15.96,8,0.0,7,1.0,False,False,True,False,False,False,True,False,False,True,False,False
33,35000.0,0.0,5000.0,8.9,3,0.0,5,0.0,False,False,True,False,False,False,True,False,False,False,False,False
27,35000.0,9.0,5000.0,11.49,7,0.0,8,0.0,False,False,True,False,False,False,False,False,True,False,False,False
29,35000.0,1.0,5000.0,10.99,9,0.0,9,0.0,False,False,True,False,False,True,False,False,False,False,False,False
27,35004.0,7.0,5000.0,10.75,7,0.0,8,0.0,False,False,True,False,False,True,False,False,True,False,False,False
32,42000.0,0.0,10400.0,11.14,2,0.0,9,0.0,False,True,False,False,False,False,True,False,True,False,False,False
27,36000.0,9.0,15200.0,16.35,7,0.0,6,1.0,False,False,False,False,False,False,False,False,False,False,True,False
35,36000.0,4.0,5000.0,9.91,5,0.0,5,0.0,False,False,True,False,False,True,False,False,True,False,False,False
35,36000.0,3.0,5000.0,7.51,5,0.0,5,1.0,False,False,True,False,False,False,False,False,False,False,False,False
32,42000.0,3.0,9000.0,7.74,2,0.0,8,0.0,False,False,False,False,False,False,False,True,False,False,False,False
29,42000.0,9.0,2500.0,7.74,9,0.0,7,0.0,False,False,False,False,True,False,False,False,False,False,False,False
27,30000.0,2.0,5000.0,17.99,7,0.0,10,1.0,False,False,True,False,False,False,False,False,False,False,True,False
